OrganizationFormalName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,CharacteristicName,MonitoringLocationIdentifier,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultMeasureValue,ResultMeasure.MeasureUnitCode,ResultSampleFractionText,ResultAnalyticalMethod.MethodName,MethodDescriptionText,ProviderName,siteTimes
Bureau of Reclamation,2015-07-29,09:26:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.1,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,09:01:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,11.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,09:01:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.81,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:12:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,12.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:23:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,46.2,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:32:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,40.3,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,08:55:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.3,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,10:18:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,17.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-30,08:58:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,13.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,08:58:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.85,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,10:18:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,8.39,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-28,09:42:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.89,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:10:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,12.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,08:57:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.87,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,08:59:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.84,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:25:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.15,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-05-13,16:00:00,MDT,temperature,11NPSWRD_WQX-GRTE_SNR01,,,10.0,deg C,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-05-13_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-06-30,09:03:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,11.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,10:24:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,7.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-08-11,11:40:00,MDT,Calcium,1119USBR_WQX-JAC001,Grab,Water Bottle,14.6,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-08-11,11:40:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,6.6,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-08-11_break_1119USBR_WQX-JAC001
National Park Service Water Resources Division,2015-09-23,08:10:00,MDT,temperature,11NPSWRD_WQX-GRTE_SNR01,,,11.01,deg C,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-09-23_break_11NPSWRD_WQX-GRTE_SNR01
National Park Service Water Resources Division,2015-09-23,08:10:00,MDT,pH,11NPSWRD_WQX-GRTE_SNR01,,,7.98,None,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-09-23_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-07-29,09:15:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,39.8,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-10-08,09:35:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,19.9,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-10-08_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-05-27,11:35:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,5.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:28:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.0,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-11-09,13:00:00,MST,Calcium,11NPSWRD_WQX-GRTE_SNR02,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,26.7,mg/l,Total,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-11-09_break_11NPSWRD_WQX-GRTE_SNR02
National Park Service Water Resources Division,2015-05-14,08:00:00,MDT,temperature,11NPSWRD_WQX-GRTE_SNR02,,,7.6,deg C,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-05-14_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2015-07-28,09:46:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.8,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:18:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.29,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-05-14,08:00:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR02,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,19.7,mg/l,Total,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-05-14_break_11NPSWRD_WQX-GRTE_SNR02
National Park Service Water Resources Division,2015-05-14,08:00:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR02,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,20.7,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-05-14_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2015-06-17,11:05:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.52,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-17,11:05:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,8.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-05-27,11:08:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,12.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:08:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.53,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-17,10:50:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.75,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-05-27,11:32:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,5.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-07-07,14:21:00,MDT,temperature,11NPSWRD_WQX-GRTE_SNR02,,,17.7,deg C,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-07-07_break_11NPSWRD_WQX-GRTE_SNR02
National Park Service Water Resources Division,2015-07-07,14:21:00,MDT,pH,11NPSWRD_WQX-GRTE_SNR02,,,8.42,None,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-07-07_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2015-07-29,09:33:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,16.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:33:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.96,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:16:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,11.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:16:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.39,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:19:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,45.2,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:06:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.53,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-17,10:50:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,15.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-17_break_1119USBR_WQX-JAC001
National Park Service Water Resources Division,2015-11-09,13:00:00,MST,Calcium,11NPSWRD_WQX-GRTE_SNR02,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,0.12,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-11-09_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2015-07-29,09:39:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,12.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:10:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,50.4,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,10:16:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,8.49,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-29,09:17:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.56,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:40:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.2,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:38:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,16.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,09:06:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,9.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:51:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.4,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-17,10:53:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.74,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-28,09:25:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.3,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,09:05:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,10.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-17,11:03:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,8.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2014-08-19,11:08:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,15.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-08-19_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2014-07-29,12:15:00,MDT,pH,1119USBR_WQX-PAL005,Grab,Water Bottle,7.53,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-07-29_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2014-07-29,10:07:00,MDT,temperature,1119USBR_WQX-PAL006,Grab,Water Bottle,20.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-07-29_break_1119USBR_WQX-PAL006
Bureau of Reclamation,2014-07-29,12:33:00,MDT,temperature,1119USBR_WQX-PAL005,Grab,Water Bottle,12.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-07-29_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2014-06-25,11:22:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,12.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-06-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2014-06-25,11:45:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,4.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-06-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2014-06-25,11:27:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.25,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-06-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2014-07-29,13:24:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.43,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-07-29,14:25:00,MDT,pH,1119USBR_WQX-PAL101,Grab,Water Bottle,7.3,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-07-29_break_1119USBR_WQX-PAL101
Bureau of Reclamation,2014-07-29,14:25:00,MDT,temperature,1119USBR_WQX-PAL101,Grab,Water Bottle,13.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-07-29_break_1119USBR_WQX-PAL101
Bureau of Reclamation,2014-07-29,14:25:00,MDT,pH,1119USBR_WQX-PAL101,Grab,Water Bottle,7.3,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-07-29_break_1119USBR_WQX-PAL101
Bureau of Reclamation,2014-07-22,10:52:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,11.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-07-22_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-07-22,10:52:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.42,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-07-22_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-07-29,10:30:00,MDT,Calcium,1119USBR_WQX-PAL006,Grab,Water Bottle,35.0,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2014-07-29_break_1119USBR_WQX-PAL006
National Park Service Water Resources Division,2014-07-28,16:30:00,MDT,temperature,11NPSWRD_WQX-GRTE_SNR01,,,17.5,deg C,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2014-07-28_break_11NPSWRD_WQX-GRTE_SNR01
National Park Service Water Resources Division,2014-04-16,11:30:00,MDT,pH,11NPSWRD_WQX-GRTE_SNR02,,,8.34,None,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2014-04-16_break_11NPSWRD_WQX-GRTE_SNR02
National Park Service Water Resources Division,2014-04-16,11:30:00,MDT,temperature,11NPSWRD_WQX-GRTE_SNR02,,,4.54,deg C,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2014-04-16_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2014-07-29,13:40:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,9.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-07-31,11:55:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,8.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-07-31_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2014-07-29,13:40:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,6.97,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-07-31,11:55:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.12,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-07-31_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2014-06-24,09:59:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,13.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-06-24_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-07-22,10:34:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,19.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-07-22_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-06-24,09:59:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.91,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-06-24_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-06-24,10:05:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,11.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-06-24_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-07-29,13:10:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,17.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-07-22,10:36:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.9,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-07-22_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-06-24,10:19:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,9.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-06-24_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-07-29,10:00:00,MDT,pH,1119USBR_WQX-PAL006,Grab,Water Bottle,8.2,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-07-29_break_1119USBR_WQX-PAL006
Bureau of Reclamation,2014-08-19,11:06:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.63,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-08-19_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2014-06-25,11:27:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,9.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-06-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2014-07-29,12:09:00,MDT,pH,1119USBR_WQX-PAL005,Grab,Water Bottle,7.92,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-07-29_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2014-07-29,12:23:00,MDT,temperature,1119USBR_WQX-PAL005,Grab,Water Bottle,15.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-07-29_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2014-07-22,11:02:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,8.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-07-22_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-07-22,11:02:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,39.8,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2014-07-22_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-07-22,11:02:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,6.99,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-07-22_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-06-24,10:17:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.37,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-06-24_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2014-07-31,11:45:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,19.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-07-31_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2014-07-31,11:45:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.72,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-07-31_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2014-06-25,11:30:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.12,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-06-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2014-05-28,10:31:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.82,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2014-05-28_break_1119USBR_WQX-PAL008
